LID,AUTOTYPLabel,Exponence,Roles,HostCat,Slot,Position.binned5,Behavior.binned4
791,S/A-AGR,Number;Person;Role,Atr;S,,NA,post,NA
791,S/A-AGR,Number;Person;Role,S;Atr,,2,post,NA
791,S/A-AGR,Number;Person;Role,S;Atr,,2,post,NA
791,S/A-AGR,Number;Person;Role,Atr;S,,2,post,NA
791,S/A-AGR,Number;Person;Role,Atr;S,,2,post,NA
791,S/A-AGR,Number;Person;Role,S;Atr,,2,post,NA
682,O-AGR,Number;Person;Role,P;S,V; Adj; N,1COM,post,NA
682,O-AGR,Number;Person;Role,S;P,V; Adj; N,1COM,post,NA
682,O-AGR,Number;Person;Role,P;S,V; Adj; N,1COM,post,NA
682,O-AGR,Number;Person;Role,S;P,V; Adj; N,1COM,post,NA
682,O-AGR,Number;Person;Role,S;P,V; Adj; N,1COM,post,NA
682,O-AGR,Number;Person;Role,P;S,V; Adj; N,1COM,post,NA
750,S/A-AGR,Number;Person;Role,Atr;S,V,-1,prae,NA
750,S/A-AGR,Number;Person;Role,S;Atr,V,-1,prae,NA
750,S/A-AGR,Number;Person;Role,Atr;S,V,-1,prae,NA
750,S/A-AGR,Number;Person;Role,Atr;S,V,1,prae,NA
750,S/A-AGR,Number;Person;Role,S;Atr,V,1,prae,NA
750,S/A-AGR,Number;Person;Role,S;Atr,V,1,prae,NA
750,S/A-AGR,Number;Person;Role,Atr;S,V,1,prae,NA
3039,S/A-AGR,Number;Person;Role,S;Atr,V,-1,prae,NA
3039,S/A-AGR,Number;Person;Role,Atr;S,V,-1,prae,NA
3039,S/A-AGR,Number;Person;Role,Atr;S,V,-1,prae,NA
3039,S/A-AGR,Number;Person;Role,Atr;S,V,1,prae,NA
3039,S/A-AGR,Number;Person;Role,S;Atr,V,1,prae,NA
3039,S/A-AGR,Number;Person;Role,S;Atr,V,1,prae,NA
3039,S/A-AGR,Number;Person;Role,S;Atr,V,1,prae,NA
571,S/A-AGR,Number;Person;Role,Atr;S,V,-1,prae,NA
571,S/A-AGR,Number;Person;Role,Atr;S,V,-1,prae,NA
571,S/A-AGR,Number;Person;Role,S;Atr,V,-1,prae,NA
571,S/A-AGR,Number;Person;Role,Atr;S,V,1,prae,NA
571,S/A-AGR,Number;Person;Role,S;Atr,V,1,prae,NA
571,S/A-AGR,Number;Person;Role,S;Atr,V,1,prae,NA
571,S/A-AGR,Number;Person;Role,S;Atr,V,1,prae,NA
1660,P-AGR,Number;Person;Role,S;P,V; Adj,3COMPL,post,NA
1660,P-AGR,Number;Person;Role,S;P,V; Adj,3COMPL,post,NA
1660,P-AGR,Number;Person;Role,S;P,V; Adj,3COMPL,post,NA
1660,P-AGR,Number;Person;Role,S;P,V; Adj,3COMPL,post,NA
1660,P-AGR,Number;Person;Role,S;P,V; Adj,3COMPL,post,NA
1105,AGR,Number;Person;Role,Atr;S,V,2,post,NA
1660,P-AGR,Number;Person;Role,P;S,V; Adj,3COMPL,post,NA
3040,S/A-AGR,Number;Person;Role,Atr;S,V,-1,prae,NA
3040,S/A-AGR,Number;Person;Role,Atr;S,V,-1,prae,NA
3040,S/A-AGR,Number;Person;Role,Atr;S,V,-1,prae,NA
3040,S/A-AGR,Number;Person;Role,Atr;S,V,1,prae,NA
3040,S/A-AGR,Number;Person;Role,S;Atr,V,1,prae,NA
3040,S/A-AGR,Number;Person;Role,S;Atr,V,1,prae,NA
3040,S/A-AGR,Number;Person;Role,Atr;S,V,1,prae,NA
3042,S/A-AGR,Number;Person;Role,S;Atr,V,-1,prae,NA
3042,S/A-AGR,Number;Person;Role,S;Atr,V,-1,prae,NA
3042,S/A-AGR,Number;Person;Role,S;Atr,V,-1,prae,NA
3042,S/A-AGR,Number;Person;Role,Atr;S,V,1,prae,NA
3042,S/A-AGR,Number;Person;Role,Atr;S,V,1,prae,NA
3042,S/A-AGR,Number;Person;Role,Atr;S,V,1,prae,NA
3042,S/A-AGR,Number;Person;Role,S;Atr,V,1,prae,NA
388,A-AGR,Number;Person;Role,Atr,V,-1,prae,NA
388,A-AGR,Number;Person;Role,Atr,V,-1,prae,NA
388,A-AGR,Number;Person;Role,Atr,V,-1,prae,NA
388,A-AGR,Number;Person;Role,Atr,V,-1,prae,NA
388,A-AGR,Number;Person;Role,Atr,V,-1,prae,NA
388,A-AGR,Number;Person;Role,Atr,V,-1,prae,NA
388,O-AGR,Number;Person;Role,P;S,V,-2,prae,NA
388,O-AGR,Number;Person;Role,P;S,V,-2,prae,NA
388,O-AGR,Number;Person;Role,S;P,V,-2,prae,NA
388,O-AGR,Number;Person;Role,P;S,V,-2,prae,NA
388,O-AGR,Number;Person;Role,S;P,V,-2,prae,NA
1660,P-AGR,Number;Person;Role,P,V; Adj,3INCOMPL,post,NA
1413,S/A-AGR,Number;Person;Role,S;Atr,V,1IPFV,post,NA
1413,S/A-AGR,Number;Person;Role,S;Atr,V,1IPFV,post,NA
1413,S/A-AGR,Number;Person;Role,S;Atr,V,1IPFV,post,NA
1413,P-AGR,Number;Person;Role,P,V,2,post,NA
1413,P-AGR,Number;Person;Role,P,V,2,post,NA
1413,P-AGR,Number;Person;Role,P,V,2,post,NA
1414,S/A-AGR,Number;Person;Role,S;Atr,V,3IPFV,post,NA
1414,S/A-AGR,Number;Person;Role,Atr;S,V,3IPFV,post,NA
1414,S/A-AGR,Number;Person;Role,S;Atr,V,3IPFV,post,NA
2951,S/A-AGR,Number;Person;Role,Atr;S,V,-1,prae,NA
2951,S/A-AGR,Number;Person;Role,Atr;S,V,-1,prae,NA
894,NOM,Role,Atr;S,NP,NA,post,NA
894,ACC,Role,P,NP,NA,NA,NA
894,S/A-AGR,Role,Atr;S,V,NA,NA,NA
559,S/A-AGR,Number;Person;Role,S;Atr,V,1MPFV,post,NA
559,S/A-AGR,Number;Person;Role,S;Atr,V,1MPFV,post,NA
559,S/A-AGR,Number;Person;Role,S;Atr,V,1MPFV,post,NA
99,AGR,Gender;Role,S;Atr,,NA,post,final
99,AGR,Gender;Role,P;S,,NA,post,final
3044,S/A-AGR,Gender;Number;Person;Role,NA,V,-1,prae,NA
3044,S/A-AGR,Gender;Number;Person;Role,Aditr;S;Atr,V,-1,prae,NA
3044,S/A-AGR,Gender;Number;Person;Role,Atr;S;Aditr,V,-1,prae,NA
3044,S/A-AGR,Gender;Number;Person;Role,Atr;S;Aditr,V,1PFV,post,NA
3044,O-AGR,Number;Person;Referential;Role,NA,V,NA,post,NA
3044,O-AGR,Number;Person;Referential;Role,T;P;G,V,2,post,NA
3044,O-AGR,Number;Person;Referential;Role,G;T;P,V,2,post,NA
3044,O-AGR,Number;Person;Referential;Role,G;P;T,V,2,post,NA
3044,O-AGR,Number;Person;Referential;Role,T;G;P,V,2,post,NA
3044,O-AGR,Number;Person;Referential;Role,T;G;P,V,2,post,NA
3044,O-AGR,Number;Person;Referential;Role,G;P;T,V,2,post,NA
3044,S/A-AGR,Gender;Number;Person;Role,Atr;Aditr;S,V,1PFV,post,NA
3018,P-AGR,Number;Person;Role,G;P,,2,NA,NA
3044,S/A-AGR,Gender;Number;Person;Role,S;Atr;Aditr,V,1PFV,post,NA
3044,S/A-AGR,Gender;Number;Person;Role,Atr;S;Aditr,V,1PFV,post,NA
3044,S/A-AGR,Gender;Number;Person;Role,S;Aditr;Atr,V,1PFV,post,NA
3018,P-AGR,Number;Person;Role,G;P,,2,NA,NA
3044,S/A-AGR,Gender;Number;Person;Role,S;Aditr;Atr,V,1PFV,post,NA
3018,P-AGR,Number;Person;Role,P;G,,2,NA,NA
3018,P-AGR,Number;Person;Role,G;P,,2,NA,NA
3018,P-AGR,Number;Person;Role,G;P,,2,NA,NA
3018,P-AGR,Number;Person;Role,P;G,,2,NA,NA
3018,S/A-AGR,Number;Person;Role;TAM,S;Atr;Aditr,V,1,NA,NA
3044,S/A-AGR,Gender;Number;Person;Role,Atr;S;Aditr,V,1IPFV,post,NA
3018,S/A-AGR,Number;Person;Role;TAM,Atr;S;Aditr,V,1,NA,NA
3018,S/A-AGR,Number;Person;Role;TAM,Atr;S;Aditr,V,1,NA,NA
3018,S/A-AGR,Number;Person;Role;TAM,Atr;Aditr;S,V,1,NA,NA
3044,S/A-AGR,Gender;Number;Person;Role,Atr;S;Aditr,V,1IPFV,post,NA
3018,S/A-AGR,Number;Person;Role;TAM,S;Atr;Aditr,V,1,NA,NA
3018,S/A-AGR,Number;Person;Role;TAM,S;Atr;Aditr,V,1,NA,NA
3044,S/A-AGR,Gender;Number;Person;Role,S;Aditr;Atr,V,1IPFV,post,NA
21,S/A-AGR,Number;Person;Role,S;Atr,V,-1,prae,NA
21,S/A-AGR,Number;Person;Role,Atr;S,V,-1,prae,NA
21,S/A-AGR,Number;Person;Role,Atr;S,V,-1,prae,NA
21,S/A-AGR,Number;Person;Role,S;Atr,V,-1,prae,NA
21,S/A-AGR,Number;Person;Role,S;Atr,V,-1,prae,NA
21,S/A-AGR,Number;Person;Role,Atr;S,V,1IMPF,post,NA
21,S/A-AGR,Number;Person;Role,S;Atr,V,1IMPF,post,NA
21,S/A-AGR,Number;Person;Role,S;Atr,V,1PFV,post,NA
21,S/A-AGR,Number;Person;Role,S;Atr,V,1PFV,post,NA
21,S/A-AGR,Number;Person;Role,Atr;S,V,1PFV,post,NA
21,S/A-AGR,Number;Person;Role,Atr;S,V,1PFV,post,NA
21,S/A-AGR,Number;Person;Role,Atr;S,V,1PFV,post,NA
21,S/A-AGR,Number;Person;Role,S;Atr,V,1PFV,post,NA
7,AGR,Number;Person;Role,Atr;T;P;Aditr;S,,NA,NA,NA
10,AGR,,S;Atr;P,,NA,prae,NA
12,AGR,Number;Person;Role,P;G;Atr;Aditr;S,V,NA,split,NA
14,AGR,,Aditr;G;S;T;Atr;P,V,NA,post,NA
22,AGR,Number;Person;Role,P;S;Atr;G;Aditr,V,NA,NA,NA
22,P-AGR,Number;Person;Role,G;P,V,NA,post,NA
25,S/A-AGR,Number;Person;Role,S;Atr;Aditr,V,NA,post,NA
27,S/A-AGR,Number;Person;Role,S;Atr;P,V,NA,post,NA
27,P-AGR,Number;Person;Role,NA,V,NA,prae,NA
27,P-AGR,Number;Person;Role,P,V,-1,prae,NA
27,P-AGR,Number;Person;Role,P,V,-1,prae,NA
27,P-AGR,Number;Person;Role,P,V,-1,prae,NA
27,P-AGR,Number;Person;Role,P,V,-1,prae,NA
27,P-AGR,Number;Person;Role,P,V,-1,prae,NA
27,P-AGR,Number;Person;Role,P,V,-1,prae,NA
27,S/A-AGR,Number;Person;Role,Atr;S,V,1,post,NA
27,S/A-AGR,Number;Person;Role,S;Atr,V,1,post,NA
27,S/A-AGR,Number;Person;Role,S;Atr,V,1,post,NA
27,S/A-AGR,Number;Person;Role,S;Atr,V,1,post,NA
2551,AGR,Number;Person;Role,Atr;P;S,V,NA,split,NA
1413,P-AGR,Number;Person;Role,NA,V,NA,post,NA
388,A-AGR,Number;Person;Role,NA,V,NA,prae,NA
3009,S/A-AGR,Number;Person;Role,Aditr;Atr;S,V,NA,post,NA
717,S/A-AGR,Number;Person;Role,S;Atr,V,NA,NA,NA
1128,S/A-AGR,Number;Person;Role,Aditr;Atr;S,V,NA,NA,NA
50,S/A-AGR,Number;Person;Role,Atr;S;Aditr,V,NA,prae,NA
50,O-AGR,Number;Person;Role,G;P,V,NA,post,NA
1144,S/A-AGR,Number;Person;Role,Atr;Aditr;S,V,NA,NA,NA
1413,S/A-AGR,Number;Person;Role,NA,V,NA,split,NA
559,S/A-AGR,Number;Person;Role,Atr;S;P,V,NA,split,NA
1577,S/A-AGR,Person;Role,Atr;Aditr;S,V,NA,post,NA
534,S/A-AGR,Gender;Number;Person;Role,NA,V,NA,NA,NA
3044,S/A-AGR,Gender;Number;Person;Role,T;G;S;Aditr;Atr;P,V,NA,split,NA
2668,AGR,Number;Person;Role,S;Atr;P,V,NA,split,NA
727,S/O-AGR,Gender;Number;Person;Role,NA,PTCP; Adj,1,post,NA
407,G-AGR,Number;Person;Role,NA,V,NA,NA,NA
1105,AGR,Number;Person;Role,P;S;Atr,V,NA,split,NA
480,S/A-AGR,Number;Role,Aditr;S;Atr,V,NA,prae,NA
223,S/A-AGR,Number;Person;Role,NA,V,NA,NA,NA
502,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V; PRED,NA,post,NA
726,S/A-AGR,Number;Person;Role,Aditr;Atr;S,V,NA,post,NA
635,O-AGR,Number;Person;Role,NA,V,NA,post,NA
635,S/A-AGR,Number;Person;Role,NA,V,NA,post,NA
645,S/A-AGR,Number;Person;Role,S;Atr;Aditr,V,NA,prae,NA
2958,AGR,Number;Person;Role,P;Aditr;S;G;Atr,V,NA,split,NA
2956,AGR,Number;Person;Role,P;S;Atr,V,NA,post,NA
1142,AGR,Number;Person;Role,P;S;Atr,V,NA,split,NA
1036,AGR,Number;Person;Role,P;S;Atr,V,NA,split,NA
674,AGR,Number;Person;Role,P;S;Atr,V,NA,split,NA
632,AGR,Number;Person;Role,P;S;Atr,V,NA,post,NA
3010,AGR,Number;Person;Role,Atr;S,V,NA,post,NA
3007,AGR,Number;Person;Role,P;S;Atr,V,NA,post,NA
2999,AGR,Number;Person;Role,Atr;P;S,V,NA,post,NA
2980,AGR,Number;Person;Role;Tense,P;Atr;S,V,NA,post,NA
2998,AGR,Number;Person;Role,S;P;Atr,V,NA,post,NA
2997,AGR,Number;Person;Role,S;P;Atr,V,NA,prae,NA
2996,AGR,Number;Person;Role,P;S;Atr,V,NA,split,NA
2873,AGR,Number;Person;Role,S;P;Atr,V,NA,split,NA
2865,AGR,Number;Person;Role,Atr;P;S,V,NA,split,NA
2863,AGR,Number;Person;Role,S;Atr;P,V,NA,split,NA
2862,AGR,Number;Person;Role,S;Atr;P,V,NA,split,NA
2360,AGR,Number;Person;Role,P;S;Atr,V,NA,split,NA
2001,AGR,Gender;Number;Person;Role,S;Atr;P,V,NA,post,NA
1999,AGR,Number;Person;Referential;Role,P;S;Atr,V,NA,split,NA
1973,AGR,Number;Person;Role,P;Atr;S,V,NA,split,NA
1775,AGR,Number;Person;Role,Atr;S;P,V,NA,post,NA
1439,AGR,Number;Person;Role,Atr;S;P,V,NA,split,NA
923,AGR,Number;Person;Role,S;Atr;P,V,NA,post,NA
908,AGR,Number;Person;Role,S;P;Atr,V,NA,split,NA
637,AGR,Number;Person;Role,S;Atr;P,V,NA,post,NA
563,AGR,Number;Person;Role,S;Atr;P,V,NA,split,NA
738,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,NA,post,NA
2831,S/A-AGR,Number;Person;Role;TAM,S;Atr;Aditr,V,NA,post,NA
156,P-AGR,Number;Person;Role,NA,V,NA,split,NA
156,S/A-AGR,Number;Person;Role,NA,V,NA,split,NA
367,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,NA,post,NA
1914,S/A-AGR,Number;Person;Role,NA,V,NA,prae,NA
468,S/A-AGR,Number;Person;Role,Aditr;S;Atr,V,NA,post,NA
59,AGR,Number;Person;Role,P;S;Atr,V,NA,split,NA
842,S/A-AGR,Gender;Number;Person;Role,S;Atr;Aditr,V,NA,post,NA
2954,S/A-AGR,Gender;Number;Person;Role,Aditr;S;Atr,V,NA,prae,NA
1682,S/A-AGR,Mood;Number;Person;Role,Aditr;S;Atr,V,NA,NA,NA
656,S/A-AGR,Number;Person;Role;TAM,Aditr;Atr;S,V,NA,post,NA
686,S/A-AGR,Number;Person;Role,S;Atr;Aditr,V,NA,post,NA
634,S/A-AGR,Gender;Number;Person;Role,S;Atr,V,NA,post,NA
569,S/A-AGR,Number;Person;Role;Voice,Aditr;Atr;S,V,NA,post,NA
527,S/A-AGR,Number;Person;Role,Aditr;S;Atr,V,NA,post,NA
435,S/A-AGR,Number;Person;Role;TAM,NA,V,NA,post,NA
390,AGR,Gender;Number;Person;Role,NA,V,NA,prae,NA
388,O-AGR,Number;Person;Role,P;Atr;S,V,NA,prae,NA
387,S/A-AGR,,NA,V,3,post,NA
318,AGR,Number;Person;Role,Aditr;P;S;Atr;G,V,NA,prae,NA
139,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,NA,post,NA
126,S/A-AGR,Number;Person;Role;Tense,Atr;S,V,NA,post,NA
373,ASSOC,,Atr,NP,NA,prae,NA
373,LOC,,G;P,NP,NA,prae,NA
373,S/A-AGR,Number;Role,S;Atr;P;Aditr,VP,1,post,NA
1542,ABS,Role,Aditr;Atr;P;T;S,N; Pro,NA,NA,NA
1542,ABS,Role,Aditr;Atr,V; Pro,NA,post,NA
1542,ABS,Role,Atr;P;G,V; Pro,NA,post,NA
1751,ABS,,T;Atr;S;P,N; Pro,NA,post,NA
1751,ERG,Role,Atr;Aditr,N; Pro,NA,post,NA
1467,GEN,Referential;Role,NA,N_or_Pro,NA,prae,NA
1467,COM,Role,NA,N_or_Pro,NA,prae,NA
1467,OBL,Role,NA,N_or_Pro,NA,prae,NA
1467,LOC,Role,NA,,NA,prae,NA
1751,LAT,Role,Atr;S;P;G,N; Pro,NA,post,NA
1751,APUDLAT,Role,G;P,N; Pro,NA,post,NA
1751,CONTLAT,Role,P,N; Pro,NA,post,NA
1751,SUPERESS,Role,P,N; Pro,NA,post,NA
1751,CONTACT,Role,G;Atr;P,N; Pro,NA,post,NA
1751,INTER,Role,P,N; Pro,NA,post,NA
1751,GEN,Role,Atr,N; Pro,NA,post,NA
3051,NOM,Role,Atr;P;S,,NA,NA,NA
112,NOM,Role,Aditr;S;Atr;T;P,,NA,NA,NA
2727,NOM,Role,Atr;P;S,,NA,NA,NA
2255,NOM,Role,S;P;Atr,,NA,NA,NA
3058,NOM,Role,Aditr;Atr;G;P;T;S,,NA,NA,NA
486,NOM,Role,S;P;Atr,,NA,NA,NA
2667,NOM,Role,T;P;S;G,,NA,NA,NA
2667,ERG,Role,Aditr;Atr,,NA,post,NA
3059,NOM,Role,P;Atr;S,,NA,NA,NA
3059,S/A-AGR,Number;Person;Role,S;Atr,,NA,post,NA
3060,NOM,Role,Atr;P;S,,NA,NA,NA
1944,NOM,Role,S;Atr;P,,NA,NA,NA
1944,ACC,Role,P,,NA,post,NA
536,NOM,Role,T;P;G;S;Aditr;Atr,,NA,NA,NA
536,DAT,Referential;Role,G;P;T,N,NA,post,NA
1578,S/A-AGR,Number;Person;Role,Atr;Aditr;S,V,1,post,NA
1578,S/A-AGR,Number;Person;Role,Atr;Aditr;S,V,1,post,NA
1578,S/A-AGR,Person;Role,Atr;S;Aditr,V,1,post,NA
1578,S/A-AGR,Person;Role,NA,V,1,post,NA
1578,S/A-AGR,Person;Role,S;Atr;Aditr,V,1,post,NA
1578,S/A-AGR,Person;Role,NA,V,1,post,NA
1578,S/A-AGR,Number;Person;Role,S;Aditr;Atr,V,NA,post,NA
3064,NOM,Role,S;P;T;Atr;Aditr,,NA,NA,NA
3064,ERG,Role,Atr;Aditr,N,NA,post,NA
3064,DAT,Role,G,N,NA,post,NA
3062,NOM,Role,P;T;S;G;Aditr;Atr,,NA,NA,NA
2729,NOM,Role,P;S,,NA,NA,NA
2729,ERG,Role,Atr,,NA,NA,spreading
3063,NOM,Role,T;S;P,,NA,NA,NA
3063,ERG,Role,Atr;Aditr,NP,NA,post,NA
3063,DAT,Role,G,NP,NA,post,NA
2391,NOM,Role,S;P;Atr,,NA,NA,NA
2391,ERG,Role,NA,,NA,post,NA
2189,NOM,Role,T;S;P,,NA,NA,NA
2189,ERG,Role,Aditr;Atr,,NA,post,NA
2189,DAT,Role,G,,NA,post,NA
2169,ERG,Role,NA,,NA,post,NA
2169,DAT,Role,NA,,NA,post,NA
2169,ABS,Role,P;T;S,,NA,NA,NA
655,ERG,Role,Atr,,NA,NA,NA
3054,S/A-AGR,Number;Person;Role,S;Atr,V,NA,post,NA
1810,NOM,Role,T;Atr;Aditr;P;G;S,N,NA,NA,NA
1835,S/A-AGR,Number;Person;Role,Atr;S,V,NA,post,NA
3054,NOM,Role,Atr;S;P,N,NA,NA,NA
1835,NOM,Role,Atr;P;S,N,NA,NA,NA
209,ABS,Role,S;P,,NA,NA,NA
209,ERG,Role,Atr,,NA,post,NA
318,DAT,Role,G,,NA,post,NA
1806,NOM,Role,Atr;P;Aditr;T;S,,NA,NA,NA
1806,DAT,Role,G,N,NA,post,NA
1806,S/A-AGR,Number;Person;Role,S;Atr;Aditr,V,NA,post,NA
419,NOM,Role,Aditr;Atr;T;S;P,,NA,post,NA
3052,NOM,Role,S;Atr;P,,NA,NA,NA
2028,NOM,Role,S;Atr;Aditr;T;P,,NA,NA,NA
2028,ACC,Role,P;T,NP,NA,post,NA
2190,NOM,Role,S;Aditr;G;T;Atr;P,,NA,NA,NA
3053,NOM,Role,P;T;G;Aditr;S;Atr,,NA,NA,NA
1954,NOM,Role,Atr;Aditr;S;P;G;T,,NA,NA,NA
1954,OBJECT case,Referential;Role,T;P;G,NP,NA,post,final
3068,AGR,Number;Person;Role,S;Atr,V,-2,prae,NA
3068,AGR,Number;Person;Role,Atr;S,V,-2,prae,NA
3068,AGR,Number;Person;Role,S;Atr,V,-2,prae,NA
3068,AGR,Number;Person;Role,Atr;S,V,-2,prae,NA
3068,AGR,Number;Person;Role,Atr;S,V,-2,prae,NA
3068,AGR,Number;Person;Role,S;Atr,V,-2,prae,NA
3068,AGR,Number;Person;Role,P,V,-2,prae,NA
3068,AGR,Number;Person;Role,P,V,-2,prae,NA
3068,AGR,Number;Person;Role,P,V,-2,prae,NA
3068,AGR,Number;Person;Role,P,V,-2,prae,NA
3068,AGR,Number;Person;Role,P,V,-2,prae,NA
3068,AGR,Number;Person;Role,P,V,-1,prae,NA
3069,AGR,Number;Person,NA,V,-1,prae,NA
3069,AGR,Number;Person,NA,V,-1,prae,NA
3069,AGR,Number;Person,NA,V,-1,prae,NA
3069,AGR,Number;Person,NA,V,4,prae,NA
3069,AGR,Number;Person,NA,V,4,prae,NA
3069,AGR,Number;Person,NA,V,4,prae,NA
851,NOM,Role,Atr;S;P,,NA,NA,NA
851,OBJECT case,Referential;Role,P,N,NA,post,NA
3069,AGR,Number;Person,NA,V,1,prae,NA
3069,AGR,Number;Person,NA,V,1,prae,NA
3069,AGR,Number;Person,NA,V,2,prae,NA
3069,AGR,Number;Person,NA,V,2,prae,NA
3069,AGR,Number;Person,NA,V,1,prae,NA
3069,AGR,Number;Person,NA,V,3,prae,NA
3069,AGR,Number;Person,NA,V,3,prae,NA
3069,AGR,Number;Person,NA,V,3,prae,NA
3069,AGR,Number;Person,NA,V,4,prae,NA
3069,AGR,Number;Person,NA,V,6,prae,NA
3069,AGR,Number;Person,NA,V,6,prae,NA
2028,DAT,Role,G;P,NP,NA,post,NA
2557,NOM,Role,T;S;G;P;Atr;Aditr,,NA,NA,NA
2557,S/A-AGR,Number;Person;Role,Atr;S;Aditr,V,NA,NA,NA
103,ABS,Role,T;S;P;G,N,NA,post,final
2869,ABS,Role,S;P,N,NA,NA,NA
2869,ERG,Number;Role,Atr,N,NA,post,NA
2869,S/A-AGR,Number;Person;Role,S;Atr;P,V,NA,post,NA
848,ACC,Role,P,N_or_Pro,NA,post,NA
848,NOM,Role,P;Atr;S,,NA,NA,NA
1517,ABS,Role,S;Atr;P,N_or_Pro,NA,NA,NA
1517,ERG,Role,Atr,N,NA,post,NA
1517,ACC,Role,P,NP,NA,post,NA
343,OBL,Role,NA,N,NA,NA,NA
3070,NOM,Role,Aditr;G;S;P;T;Atr,,NA,NA,NA
3070,S/A-AGR,Role;TAM,Atr;S,V,NA,prae,NA
3070,O-AGR,Role,P,V,NA,post,NA
3072,NOM,Role,G;S;T;Atr;Aditr;P,,NA,NA,NA
1743,NOM,Role,Atr;Aditr;P;S;T,,NA,NA,NA
1743,DAT,Role,G,N,NA,NA,NA
938,NOM,Role,Atr;P;S,,NA,NA,NA
2580,NOM,Role,P;S;Atr,,NA,NA,NA
943,S/A-AGR,Gender;Number;Person;Role,Aditr;S;Atr,V,NA,prae,NA
943,Pronom. object,Gender;Number;Person;Role,P;T,V,NA,post,NA
943,G-AGR,Gender;Number;Person;Role,G,V,NA,post,NA
943,NOM,Role,G;T;P;S;Aditr;Atr,,NA,NA,NA
2251,NOM,Role,Aditr;Atr;T;S;P;G,,NA,NA,NA
3075,NOM,Role,T;P;G;S;Aditr;Atr,,NA,NA,NA
369,NOM,Role,Atr;T;S;Aditr;P,,NA,NA,NA
369,DAT,Role,NA,NP,NA,prae,NA
2072,NOM,Role,S;Atr;P,,NA,NA,NA
1518,NOM,Role,S;G;Atr;P;Aditr;T,,NA,NA,NA
2290,NOM,Role,S;Aditr;T;Atr;P,N,NA,NA,NA
2290,OBL,Role,G,N,NA,post,NA
3081,NOM,Role,G;S;Aditr;P;T;Atr,,NA,NA,NA
1709,NOM,Role,T;S;Aditr;G;P;Atr,,NA,NA,NA
2848,NOM,Role,Atr;S;P,,NA,NA,NA
417,NOM,Role,S;Aditr;P;G;Atr;T,,NA,NA,NA
820,NOM,Role,T;Atr;Aditr;S,,NA,NA,NA
820,ACC/DAT,Role,T;P;G,N,NA,post,NA
820,GEN,Role,NA,N,NA,post,NA
820,S/A-AGR,Number;Role,Aditr;S;Atr,V,1,prae,NA
820,ACC,Gender;Number;Role,P;G,N,NA,prae,NA
2736,NOM,Role,Aditr;T;Atr;S;P,,NA,NA,NA
2736,ACC/DAT,Role,P;G,N,NA,post,NA
2736,S/A-AGR,Gender;Number;Person;Role,Atr;S;Aditr,V,NA,post,NA
3085,NOM,Role,Atr;S,,NA,NA,NA
3085,ACC,Role,P,N_or_Pro,NA,post,final
1784,NOM,Role,Atr;Aditr;S,,NA,NA,NA
1784,ACC,Role,G;P;T,N_or_Pro,NA,post,final
2335,NOM,Role,S;P;Aditr;T;Atr,,NA,NA,NA
2335,S/A-AGR,Number;Person;Role,Atr;Aditr;S,V,NA,post,NA
2459,ABS,Role,S;P,,NA,NA,NA
2459,ERG,Number;Role,Atr,N_or_Pro,NA,post,NA
2335,S/A-AGR,Number;Person;Role,Aditr;Atr;S,V,1,post,NA
2335,S/A-AGR,Number;Person;Role,Aditr;Atr;S,V,1,post,NA
2335,S/A-AGR,Number;Person;Role,Aditr;Atr;S,V,1,post,NA
2335,S/A-AGR,Number;Person;Role,S;Atr;Aditr,V,1,post,NA
2335,S/A-AGR,Number;Person;Role,Atr;Aditr;S,V,1,post,NA
1954,O-AGR,Number;Person;Role,G;P,V,-1,prae,NA
1954,O-AGR,Number;Person;Role,P;G,V,-1,prae,NA
1954,O-AGR,Number;Person;Role,P;G,V,-1,prae,NA
1954,O-AGR,Number;Person;Role,G;P,V,-1,prae,NA
1954,O-AGR,Number;Person;Role,P;G,V,-1,prae,NA
1954,O-AGR,Number;Person;Role,P;G,V,-1,prae,NA
1954,O-AGR,Number;Person;Role,G;P,V,-1,prae,NA
2335,DAT,Role,G,N,NA,prae,NA
3052,O-AGR.PRO,Number;Person;Role,NA,V,NA,prae,NA
3052,AGR,Number;Person;Role,Aditr;S;Atr,V,NA,post,NA
3052,ACC/DAT,Role,P,N,NA,post,NA
3053,AGR,Number;Person;Role,Aditr;G;S;P;Atr,V,NA,split,NA
851,AGR,Number;Person;Role,Atr;S;P;Aditr;G,V,NA,NA,NA
1494,AGR,Number;Person;Role,NA,V,NA,NA,NA
536,AGR,Number;Person;Role,Aditr;Atr;G;P;S,V,NA,prae,NA
945,S/A-AGR,Number;Person;Role,Atr;S,V,NA,post,NA
1964,NOM,Gender;Role,Atr;Aditr;S,N,NA,post,NA
1964,ACC,Gender;Role,P;T,N,NA,post,NA
1964,DAT,Gender;Role,G,N,NA,post,NA
2707,NOM,Gender;Number;Role,Atr;Aditr;S,N,NA,NA,NA
2707,ACC,Gender;Number;Role,T;P,N,NA,NA,NA
2707,DAT,Gender;Number;Role,G,N,NA,post,NA
