session.id	speaker.id	word.id	morphemes	word.transcription	glosses	types	ids	record.id	subcorpus	genre	spkr.age	pref.seq	cat.seq	bigram.type	left	subj.marker	ref.marker	ref.category	sesh.seq	prime.distance	prime.cat.seq	prime.subj.marker	prime.seq	prime.subj	lex.stem
them_talk	38	1264692	kha a mai patt t i hẽ	khaamaipattihẽ	1nsP 2S/A NEG call NEG 1/2pS/P PST	prefix prefix prefix stem suffix suffix suffix	655 654 1199 1842 2458 1678 1234	them_talk.0018	adult	Conversation	8907	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	18	16	neg.ag	a	2	right	/patt/ 'call'
ctn_fut_pln	38	1016401	u mai pid th a ŋs a ŋ ni ŋ e	umapitaŋsaŋnɨhẽʔ	3nsS/A NEG give NEG PST PRF PST 1sS/P 2/3p 1sS/P IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix suffix suffix	1201 1199 363 2458 1202 6702 1202 2875 2329 2875 1234	CTN_Fut_Pln.174	adult	Conversation	NA	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	174	Inf	NA	NA	#NAME?	unknown	/pid/ 'give'
rm_jk_talk01	38	1225001	mai u ta t e	mautate	NEG 3nsS/A come NEG IND.PST	prefix prefix stem suffix suffix	1199 1201 2192 2458 1234	RM_JK_talk01.156	adult	Conversation	8907	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	156	93	ag.neg	a	63	left	/ta/ 'come'
them_talk	38	1264626	mai a thap t e	maathapte	NEG 2S/A come.over NEG IND.PST	prefix prefix stem suffix suffix	1199 654 2258 2458 1234	them_talk.0001	adult	Conversation	8907	mai.a	neg.ag	"ag,neg"	FALSE	a	mai	neg	1	Inf	NA	NA	#NAME?	unknown	/thap/ 'come.across'
them_talk	38	1264628	mai a thap t e	maathapte	NEG 2S/A come.over NEG IND.PST	prefix prefix stem suffix suffix	1199 654 2258 2458 1234	them_talk.0002	adult	Conversation	8907	mai.a	neg.ag	"ag,neg"	FALSE	a	mai	neg	2	1	neg.ag	a	1	right	/thap/ 'come.across'
clldch3r03s02b	39	600296	mai a pat th u ŋs e	maapattoŋseʔ	NEG 2S/A pierce NEG 3P PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 654 1838 2458 2459 6702 1234	CLLDCh3R03S02b.0767	CLLD	Conversation	NA	mai.a	neg.ag	"ag,neg"	FALSE	a	mai	neg	767	567	ag.neg	a	200	left	/pat/ 'pierce'
clldch4r05s01	40	839955	kha a pid no	khaapinoʔ	1nsP 2S/A give IND.NPST	prefix prefix stem suffix	655 654 363 2330	CLLDCh4R05S01.0601	CLLD	Conversation	22474	kha.a	pat.ag	"ag,pat"	FALSE	a	kha	obj	601	Inf	NA	NA	#NAME?	unknown	/pid/ 'give'
tangkera_04	41	1258149	a mai ŋis u kV m e	amaĩnitukumme	2S/A NEG know 3P IND.NPST 1/2nsA IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 335 2459 1682 1683 1234	tangkera_04.263	adult	Conversation	18614	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	263	Inf	NA	NA	#NAME?	unknown	/ŋis/ 'know'
clldch4r11s06	42	952230	ma a hid e	maahite	NEG 2S/A be.finished IND.PST	prefix prefix stem suffix	1199 654 126 1234	CLLDCh4R11S06.600	CLLD	Conversation	5137	mai.a	neg.ag	"ag,neg"	FALSE	a	mai	neg	600	Inf	NA	NA	#NAME?	unknown	/hid/ 'be.finished'
clldch1r03s03	42	224458	mai u kat th a ŋs a ce	maiukattaŋsace	NEG 3nsS/A come.up NEG IMP PRF IMP d	prefix prefix stem suffix suffix suffix suffix suffix	1199 1201 156 2458 1236 6702 1236 1203	CLLDCh1R03S03.1004	CLLD	Conversation	4893	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	1004	Inf	NA	NA	#NAME?	unknown	/kat/ 'come.up'
cldlch3r04s02	43	139528	mai ta yaŋ u mai ta th a ŋs e	matayaŋumatataŋse	NEG FOC ADD 3nsS/A NEG come NEG PST PRF IND.PST	prefix stem stem prefix prefix stem suffix suffix suffix suffix	1199 496 2450 1201 1199 2192 2458 1202 6702 1234	CLDLCh3R04S02.241	CLDL	Conversation	3708	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	241	Inf	NA	NA	#NAME?	unknown	/ta/ 'come'
clldch2r05s02	44	429501	u mai pid th u ce e	umapituce	3nsS/A NEG give NEG 3P 3nsP IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 363 2458 2459 1204 1234	CLLDCh2R05S02.1356	CLLD	Conversation	3558	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	1356	Inf	NA	NA	#NAME?	unknown	/pid/ 'give'
kazi_trip_talk	45	1128894	a mai khat th a ŋs e	amakhattaŋse	2S/A NEG go NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 1363 2458 1202 6702 1234	kazi_trip_talk.380	adult	Conversation	12775	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	380	Inf	NA	NA	#NAME?	unknown	/khat/ 'go'
kazi_trip_talk	45	1128942	a mai khat th a ŋs e	amaikhattaŋse	2S/A NEG go NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 1363 2458 1202 6702 1234	kazi_trip_talk.390	adult	Conversation	12775	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	390	10	ag.neg	a	380	left	/khat/ 'go'
tangk_talk	45	1252492	a mai lis e	amalite	2S/A NEG happen IND.PST	prefix prefix stem suffix	654 1199 1558 1234	tangk_talk.338	adult	Conversation	12775	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	338	Inf	NA	NA	#NAME?	unknown	/lis/ 'be'
khim_ring	46	1131736	mai u ci yokt a i hẽ	maiuciyoktaŋnɨhẽ	NEG 3nsS/A eat NEG PST 1/2pS/P ePST	prefix prefix stem suffix suffix suffix suffix	1199 1201 771 2460 1202 1678 1234	khim_ring.036	adult	Conversation	29073	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	36	Inf	NA	NA	#NAME?	unknown	/ca/ 'eat'
phidang_talk	46	1208400	ma a choŋs a yakt e	maachoŋsakte	1nseP 2S/A bring PST IPFV IND.PST	prefix prefix stem suffix suffix suffix	656 654 890 1202 6674 1234	phidang_talk.426	adult	Conversation	29073	ma.a	pat.ag	"ag,pat"	FALSE	a	ma	obj	426	1	pat.ag	a	425	right	/choŋs/ 'deliver'
phidang_talk	46	1208394	ma a choŋs a yakt e	maachoŋsakte	1nseP 2S/A push PST IPFV IND.PST	prefix prefix stem suffix suffix suffix	656 654 891 1202 6674 1234	phidang_talk.425	adult	Conversation	29073	ma.a	pat.ag	"ag,pat"	FALSE	a	ma	obj	425	60	pat.ag	a	365	right	/choŋs/ 'push'
phidang_talk	46	1208302	u mai khag yokt u hẽ	umaikhaŋyoktuhẽ	3nsS/A NEG see NEG 3P ePST	prefix prefix stem suffix suffix suffix	1201 1199 1366 2460 2459 1234	phidang_talk.400	adult	Conversation	29073	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	400	272	neg.ag	u	128	right	/khag/ 'watch'
phidang_talk	46	1207394	mai u lett yokt a yakt e	maiuleiʔyaktakte	NEG 3nsS/A plant NEG PST IPFV IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 242 2460 1202 6674 1234	phidang_talk.123	adult	Conversation	29073	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	123	1	ag.neg	u	122	left	/lett/ 'plant'
warisama_talk	46	1271605	kha u lud e	khaulude	1nseP 3nsS/A say.to IND.PST	prefix prefix stem suffix	655 1201 1575 1234	warisama_talk.127	adult	Conversation	29073	kha.u	pat.ag	"ag,pat"	FALSE	u	kha	obj	127	Inf	NA	NA	#NAME?	unknown	/lud/ 'say.to'
phidang_talk	46	1208204	ma a lud e	maalude	1nseP 2S/A tell IND.PST	prefix prefix stem suffix	656 654 1575 1234	phidang_talk.365	adult	Conversation	29073	ma.a	pat.ag	"ag,pat"	FALSE	a	ma	obj	365	13	pat.ag	a	352	right	/lud/ 'say.to'
phidang_talk	46	1208160	mai a paŋs a yakt e	maapaŋsakte	1nsiP 2S/A send PST IPFV IND.PST	prefix prefix stem suffix suffix suffix	1198 654 1846 1202 6674 1234	phidang_talk.352	adult	Conversation	29073	mai1P.a	pat.ag	"ag,pat"	FALSE	a	ma	obj	352	7	pat.ag	a	345	right	/paŋs/ 'send'
phidang_talk	46	1208141	ma a paŋs a yakt e	maapaŋsakte	1nseP 2S/A send PST IPFV IND.PST	prefix prefix stem suffix suffix suffix	656 654 1846 1202 6674 1234	phidang_talk.345	adult	Conversation	29073	ma.a	pat.ag	"ag,pat"	FALSE	a	ma	obj	345	Inf	NA	NA	#NAME?	unknown	/paŋs/ 'send'
phidang_talk	46	1208472	mai u ta yokt a ŋs e	maiutayoktaŋse	NEG 3nsS/A come NEG PST PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1199 1201 2192 2460 1202 6702 1234	phidang_talk.442	adult	Conversation	29073	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	442	5	neg.ag	u	437	right	/ta/ 'come'
phidang_talk	46	1208437	mai ta u yug yokt a yakt e	maitauyuŋyoktakte	NEG FOC 3nsS/A be NEG PST IPFV IND.PST	prefix stem prefix stem suffix suffix suffix suffix	1199 496 1201 2478 2460 1202 6674 1234	phidang_talk.436	adult	Conversation	29073	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	436	1	ag.neg	u	435	left	/yug/ 'sit'
kothari_talk	47	1136065	u mai pid a yokt a ŋs a i hẽ	umapitayoktaŋsaŋnɨhẽ	3nsS/A NEG give PST NEG PST PRF PST 1/2pS/P PST	prefix prefix stem suffix suffix suffix suffix suffix suffix suffix	1201 1199 363 1202 2460 1202 6702 1202 1678 1234	kothari_talk.012	adult	Conversation	NA	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	12	Inf	NA	NA	#NAME?	unknown	/pid/ 'give'
clldch4r12s03	48	962047	mai a thɨŋs th e	maiathɨŋte	NEG 2S/A spread NEG IND.PST	prefix prefix stem suffix suffix	1199 654 2318 2458 1234	CLLDCh4R12S03.096	CLLD	Conversation	1946	mai.a	neg.ag	"ag,neg"	FALSE	a	mai	neg	96	Inf	NA	NA	#NAME?	unknown	/thɨŋs/ 'spread'
clldch4r10s04	48	934985	u mai tokt th e	umaitokte	3nsS/A NEG move NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 2333 2458 1234	CLLDCh4R10S04.088	CLLD	Conversation	1858	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	88	Inf	NA	NA	#NAME?	unknown	/tokt/ 'play.around.with'
rana_pilgrim	49	1223558	kha mai u hid yokt a k e	khamaiuhiyoktake	1nsP NEG 3nsS/A cope.with NEG PST IPFV IND.PST	prefix prefix prefix stem suffix suffix suffix suffix	655 1199 1201 128 2460 1202 ROS38 1234	rana_pilgrim.053	adult	Narrative	24584	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	53	Inf	NA	NA	#NAME?	unknown	/hid/ 'cope.with'
rana_pilgrim	49	1223648	kha u mett e	khaumette	1nsP 3nsS/A do.with/to IND.PST	prefix prefix stem suffix	655 1201 294 1234	rana_pilgrim.076	adult	Narrative	24584	kha.u	pat.ag	"ag,pat"	FALSE	u	kha	obj	76	19	pat.ag	u	57	right	/mett/ 'do.with/to'
rana_pilgrim	49	1223571	kha u mett yakt e	khaumetake	1nsP 3nsS/A do.with/to IPFV IND.PST	prefix prefix stem suffix suffix	655 1201 294 6674 1234	rana_pilgrim.057	adult	Narrative	24584	kha.u	pat.ag	"ag,pat"	FALSE	u	kha	obj	57	1	pat.ag	u	56	right	/mett/ 'do.with/to'
suntala_talk	49	1249511	mai u numd yokt e	maunumyokte	NEG 3nsS/A do NEG IND.PST	prefix prefix stem suffix suffix	1199 1201 1781 2460 1234	suntala_talk.52.a	adult	Conversation	24496	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	NA	NA	NA	NA	NA	unknown	/numd/ 'do'
rana_pilgrim	49	1223738	kha u pid yakt e	khaupidake	1nsP 3nsS/A give IPFV IND.PST	prefix prefix stem suffix suffix	655 1201 363 6674 1234	rana_pilgrim.096	adult	Narrative	24584	kha.u	pat.ag	"ag,pat"	FALSE	u	kha	obj	96	1	pat.ag	u	95	right	/pid/ 'give'
rana_pilgrim	49	1223561	kha u pid yakt e	khaupidake	1nsP 3nsS/A give IPFV IND.PST	prefix prefix stem suffix suffix	655 1201 363 6674 1234	rana_pilgrim.054	adult	Narrative	24584	kha.u	pat.ag	"ag,pat"	FALSE	u	kha	obj	54	Inf	NA	NA	#NAME?	unknown	/pid/ 'give'
rana_pilgrim	49	1223737	kha u pid yakt e	khaupidake	1nsP 3nsS/A give IPFV IND.PST	prefix prefix stem suffix suffix	655 1201 363 6674 1234	rana_pilgrim.095	adult	Narrative	24584	kha.u	pat.ag	"ag,pat"	FALSE	u	kha	obj	95	8	pat.ag	u	87	right	/pid/ 'give'
rana_pilgrim	49	1223567	kha u ratt yakt e	khaurattake	1nsP 3nsS/A scold IPFV IND.PST	prefix prefix stem suffix suffix	655 1201 409 6674 1234	rana_pilgrim.056	adult	Narrative	24584	kha.u	pat.ag	"ag,pat"	FALSE	u	kha	obj	56	2	pat.ag	u	54	right	/ratt/ 'shout'
rana_pilgrim	49	1223703	mai u yokt a k e	maiuyoktake	1nsiP 3nsS/A disturb PST IPFV IND.PST	prefix prefix stem suffix suffix suffix	1198 1201 586 1202 ROS38 1234	rana_pilgrim.087	adult	Narrative	24584	mai1P.u	pat.ag	"ag,pat"	FALSE	u	ma	obj	87	11	pat.ag	u	76	right	/yokt/ 'bother'
clldch1r11s01	50	331437	a mai nis t u ŋs e	amainithose	2S/A NEG know NEG 3P PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 335 2458 2459 6702 1234	CLLDCh1R11S01.054	CLLD	Conversation	7051	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	54	50	ag.neg	u	4	left	/ŋis/ 'know'
mundhum_ld	51	1161859	a kha pid kha	akhapikha	2S/A 1nsP give NMLZ	prefix prefix stem suffix	654 655 363 1335	mundhum_LD.10	adult	Ritual	33076	a.kha	ag.pat	"ag,pat"	TRUE	a	kha	obj	10	Inf	NA	NA	#NAME?	unknown	/pid/ 'give'
dr_exp	52	1068551	a mai cekt th a ce e	amaicekthace	2S/A NEG speak NEG PST 3nsP IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 45 2458 1202 1204 1234	DR_exp.0623	adult	Conversation	NA	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	623	20	ag.neg	a	603	left	/cekt/ 'say'
clldch4r10s10	52	943479	u mai chitt a ce e	umachittace	3nsS/A NEG meet PST d IND.PST	prefix prefix stem suffix suffix suffix	1201 1199 79 1202 1203 1234	CLLDCh4R10S10.0537	CLLD	Conversation	7836	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	537	Inf	NA	NA	#NAME?	unknown	/chitt/ 'find'
ctn_aware	52	1011204	u mai hid th e	umahitheʔ	3nsS/A NEG be.in.good.health NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 JP020 2458 1234	ctn_aware.583	adult	Conversation	NA	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	583	448	neg.ag	a	135	right	/hid/ 'be.in.good.health'
dr_exp	52	1068468	a mai hid th a	amahitha	2S/A NEG be.in.good.health NEG PST	prefix prefix stem suffix suffix	654 1199 JP020 2458 1202	DR_exp.0603	adult	Conversation	NA	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	603	489	ag.neg	a	114	left	/hid/ 'be.in.good.health'
dr_exp	52	1066104	a mai hid th e	amahithe	2S/A NEG be.in.good.health NEG IND.PST	prefix prefix stem suffix suffix	654 1199 JP020 2458 1234	DR_exp.0003	adult	Conversation	NA	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	3	2	ag.neg	a	1	left	/hid/ 'be.in.good.health'
dr_exp	52	1066098	a mai hid th e	amahithe	2S/A NEG be.in.good.health NEG IND.PST	prefix prefix stem suffix suffix	654 1199 JP020 2458 1234	DR_exp.0001	adult	Conversation	NA	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	1	Inf	NA	NA	#NAME?	unknown	/hid/ 'be.in.good.health'
clldch4r07s02	52	888114	a mai hid th a ce e	amahitace	2S/A NEG can NEG PST d IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 127 2458 1202 1203 1234	CLLDCh4R07S02.1353	CLLD	Conversation	7736	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	1353	Inf	NA	NA	#NAME?	unknown	/hid/ 'finish.to'
dkt_ktm_trip	52	1062724	a mai ims th i kha	amaĩimtikha	2S/A NEG sleep NEG 1/2pS/P NMLZ	prefix prefix stem suffix suffix suffix	654 1199 1244 2458 1678 1335	dkt-ktm-trip.0141	adult	Conversation	NA	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	141	96	ag.neg	a	45	left	/ims/ 'sleep'
clldch1r07s04	52	288833	a mai khems yokt e	amaikhemokte	2S/A NEG listen NEG IND.PST	prefix prefix stem suffix suffix	654 1199 1370 2460 1234	CLLDCh1R07S04.209	CLLD	Conversation	7737	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	209	Inf	NA	NA	#NAME?	unknown	/khems/ 'listen'
clldch4r10s11	52	944669	a mai lud th e ʔ	amaluteʔ	2S/A NEG tell NEG IND.PST EMPH	prefix prefix stem suffix suffix suffix	654 1199 1575 2458 1234 6766	CLLDCh4R10S11.030	CLLD	Conversation	7839	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	30	Inf	NA	NA	#NAME?	unknown	/lud/ 'say.to'
clldch4r10s11	52	944677	a mai lud yakt th e ʔ	amailuyakteʔ	2S/A NEG tell IPFV NEG IND.PST EMPH	prefix prefix stem suffix suffix suffix suffix	654 1199 1575 6674 2458 1234 6766	CLLDCh4R10S11.034	CLLD	Conversation	7839	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	34	4	ag.neg	a	30	left	/lud/ 'say.to'
ctn_aware	52	1012728	kha a lud i kV nɨŋ	khaaludikinɨŋ	1nseP 2S/A tell 1/2pS/P IND.NPST NEG	prefix prefix stem suffix suffix suffix	655 654 1575 1678 1682 2457	ctn_aware.936	adult	Conversation	NA	kha.a	pat.ag	"ag,pat"	FALSE	a	kha	obj	936	Inf	NA	NA	#NAME?	unknown	/lud/ 'say.to'
cldlch2r05s06	52	77210	u mai ŋis yokt e	umainiyokte	3nsS/A NEG know NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 335 2460 1234	CLDLCh2R05S06.474	CLDL	Conversation	7836	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	474	13	ag.neg	u	461	left	/ŋis/ 'know'
clldch1r03s07	52	230875	a mai ŋis th e	amanithe	2S/A NEG know NEG IND.PST	prefix prefix stem suffix suffix	654 1199 335 2458 1234	CLLDCh1R03S07.167	CLLD	Conversation	7625	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	167	Inf	NA	NA	#NAME?	unknown	/ŋis/ 'know'
dr_exp	52	1069248	a mai pid th u ce e	amapithoce	2S/A NEG give NEG 3P 3nsP IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 363 2458 2459 1204 1234	DR_exp.0790	adult	Conversation	NA	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	790	167	ag.neg	a	623	left	/pid/ 'give'
dkt_ktm_trip	52	1063948	a mai ratt th i e	amarattihẽ	2S/A NEG shout NEG 1/2pS/P IND.PST	prefix prefix stem suffix suffix suffix	654 1199 409 2458 1678 1234	dkt-ktm-trip.0470	adult	Conversation	NA	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	470	134	ag.neg	a	336	left	/ratt/ 'shout'
dihi_khahare	52	1061182	mai u ta yokt e	mautayokte	NEG 3nsS/A come NEG IND.PST	prefix prefix stem suffix suffix	1199 1201 2192 2460 1234	dihi_khahare.312	adult	Conversation	8805	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	312	Inf	NA	NA	#NAME?	unknown	/ta/ 'come'
clldch3r08s07	52	675762	a mai ta yokt e	amatayokteʔ	2S/A NEG come NEG IND.PST	prefix prefix stem suffix suffix	654 1199 2192 2460 1234	CLLDCh3R08S07.113	CLLD	Conversation	7776	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	113	Inf	NA	NA	#NAME?	unknown	/ta/ 'come'
dkt_ktm_trip	52	1063429	a mai thukt th a ca a ce e	amaĩthuktaciyace	2S/A NEG cook NEG PST COMPL PST d IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix	654 1199 2303 2458 1202 6681 1202 1203 1234	dkt-ktm-trip.0333	adult	Conversation	NA	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	333	71	neg.ag	u	262	right	/thukt/ 'cook'
dkt_ktm_trip	52	1063436	a mai thukt th a ca a ce e	amaĩthuktaciyace	2S/A NEG cook NEG PST COMPL PST d IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix	654 1199 2303 2458 1202 6681 1202 1203 1234	dkt-ktm-trip.0336	adult	Conversation	NA	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	336	3	ag.neg	a	333	left	/thukt/ 'cook'
clldch4r03s05	52	810244	a mai tokt th e	amatokteʔ	2S/A NEG get NEG IND.PST	prefix prefix stem suffix suffix	654 1199 2332 2458 1234	CLLDCh4R03S05.0351	CLLD	Conversation	7625	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	351	9	ag.neg	a	342	left	/tokt/ 'get'
clldch4r03s05	52	809948	a mai wat th u ŋs e	amaiwattoŋseʔ	2S/A NEG put.on NEG 3P PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 2429 2458 2459 6702 1234	CLLDCh4R03S05.0235	CLLD	Conversation	7625	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	235	167	ag.neg	a	68	left	/wat/ 'put.on'
cldlch2r04s04	52	61371	u mai yukt th u ŋs e	umaiyuktoŋse	3nsS/A NEG keep.for NEG 3P PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 2472 2458 2459 6702 1234	CLDLCh2R04S04.241	CLDL	Conversation	7735	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	241	Inf	NA	NA	#NAME?	unknown	/yukt/ 'keep.for'
clldch2r07s02	53	463337	a mai ca u th e	amacothe	2S/A NEG eat 3P NEG IND.PST	prefix prefix stem suffix suffix suffix	654 1199 771 2459 2458 1234	CLLDCh2R07S02.1332	CLLD	Conversation	18249	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	1332	1283	neg.ag	a	49	right	/ca/ 'eat'
clldch3r07s02	53	655712	kha a pid no kha	khaapinokha	1nseP 2S/A give IND.NPST NMLZ	prefix prefix stem suffix suffix	655 654 363 2330 1335	CLLDCh3R07S02.171	CLLD	Conversation	18248	kha.a	pat.ag	"ag,pat"	FALSE	a	kha	obj	171	Inf	NA	NA	#NAME?	unknown	/pid/ 'give'
clldch2r07s02	53	459979	mai a tokt e	maiatokte	NEG 2S/A get IND.PST	prefix prefix stem suffix	1199 654 2332 1234	CLLDCh2R07S02.0049	CLLD	Conversation	18249	mai.a	neg.ag	"ag,neg"	FALSE	a	mai	neg	49	Inf	NA	NA	#NAME?	unknown	/tokt/ 'get'
cldlch3r01s03	54	112949	u mai cums yokt u ce e	umacumyoktuce	3nsS/A NEG make.ready NEG 3P ns IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 59 2460 2459 6748 1234	CLDLCh3R01S03.422	CLDL	Conversation	23138	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	422	378	ag.neg	a	44	left	/cums/ 'load'
cldlch3r01s04	54	114203	a mai hid yokt i e	amahiyoktihẽ	2S/A NEG finish NEG 1/2pS/P IND.PST	prefix prefix stem suffix suffix suffix	654 1199 128 2460 1678 1234	CLDLCh3R01S04.082	CLDL	Conversation	23138	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	82	17	ag.neg	a	65	left	/hid/ 'cope.with'
yupung_puma	55	1288214	a mai hid yokt a ce e	amaihiyoktace	2S/A NEG can NEG PST d IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 127 2460 1202 1203 1234	yupung_puma.219	adult	Ritual	NA	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	219	Inf	NA	NA	#NAME?	unknown	/hid/ 'finish.to'
on_jalpadevi	56	1165223	mai u numd yokt a ŋ ni ŋ e	maiunumyoktaŋnɨŋhẽ	NEG 3nsS/A do NEG PST 1sS/P 2/3p 1sS/P IND.PST	prefix prefix stem suffix suffix suffix suffix suffix suffix	1199 1201 1781 2460 1202 2875 2329 2875 1234	on_jalpadebi.033	adult	Description	12142	mai.u	neg.ag	"ag,neg"	FALSE	u	mai	neg	33	Inf	NA	NA	#NAME?	unknown	/numd/ 'do'
cldlch2r04s02	56	60002	a mai thukt th i ŋs i e	amathuktisihẽ	2S/A NEG cook NEG 1/2pS/P PRF 1/2pS/P IND.PST	prefix prefix stem suffix suffix suffix suffix suffix	654 1199 2303 2458 1678 6702 1678 1234	CLDLCh2R04S02.670	CLDL	Conversation	12370	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	670	Inf	NA	NA	#NAME?	unknown	/thukt/ 'cook'
community_view	57	1004787	kha u copt ne	khaucopne	1nsP 3nsS/A see OPT	prefix prefix stem suffix	655 1201 947 1767	community_view.421	adult	Conversation	13477	kha.u	pat.ag	"ag,pat"	FALSE	u	kha	obj	421	1	pat.ag	u	420	right	/copt/ 'see'
community_view	57	1003102	u mai hid yokt u ŋs e	umahiyoktoŋse	3nsS/A NEG be.able NEG 3P PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 127 2460 2459 6702 1234	community_view.157	adult	Conversation	13477	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	157	35	ag.neg	u	122	left	/hid/ 'finish.to'
community_view	57	1003104	u mai hid yokt u ŋs e	umahiyoktoŋse	3nsS/A NEG be.able NEG 3P PRF IND.PST	prefix prefix stem suffix suffix suffix suffix	1201 1199 127 2460 2459 6702 1234	community_view.157	adult	Conversation	13477	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	157	35	ag.neg	u	122	left	/hid/ 'finish.to'
chintang_now	57	16026	u mai khat th e	umaikhat-the	3nsS/A NEG go NEG IND.PST	prefix prefix stem suffix suffix	1201 1199 1363 2458 1234	chintang_now.1241	adult	Conversation	13477	u.mai	ag.neg	"ag,neg"	TRUE	u	mai	neg	1241	215	ag.neg	a	1026	left	/khat/ 'go'
pahiro_talk	57	1174580	a ma khutt e	amakhutte	2S/A 1nseP bring IND.PST	prefix prefix stem suffix	654 656 219 1234	pahiro_talk.836	adult	Conversation	NA	a.ma	ag.pat	"ag,pat"	TRUE	a	ma	obj	836	5	pat.ag	a	831	right	/khutt/ 'bring'
chintang_now	57	14464	a mai lemd yokt u ce e	amailemyotuce	2S/A NEG flirt.with NEG 3P 3nsP IND.PST	prefix prefix stem suffix suffix suffix suffix	654 1199 247 2460 2459 1204 1234	chintang_now.0803	adult	Conversation	13477	a.mai	ag.neg	"ag,neg"	TRUE	a	mai	neg	803	81	ag.neg	u	722	left	/lemd/ 'coax'
