LID,AUTOTYPLabel,Exponence,Roles,HostCat,Slot,Position.binned5,Behavior.binned4,Language,Stock
2657,S/A-AGR,Role,S;Aditr;Atr,V,3PST,post,NA,Udihe,Tungusic
2657,INSTR,Role,T;P,N; Pro,NA,NA,NA,Udihe,Tungusic
2657,S/A-AGR,Role,Aditr;S;Atr,V,3PST,post,NA,Udihe,Tungusic
2657,NOM,Role,P;Aditr;Atr;S,,NA,NA,NA,Udihe,Tungusic
2657,S/A-AGR,Role,S;Atr;Aditr,V,3NPST,post,NA,Udihe,Tungusic
2657,S/A-AGR,Role,Atr;Aditr;S,V,3PST,post,NA,Udihe,Tungusic
2657,DAT,Role,P;G,,NA,post,NA,Udihe,Tungusic
2657,S/A-AGR,Role,Atr;Aditr;S,V,3PST,post,NA,Udihe,Tungusic
2657,S/A-AGR,Role,Aditr;Atr;S,V,3NPST,post,NA,Udihe,Tungusic
2657,LAT,Role,P;G,N; Pro,NA,NA,NA,Udihe,Tungusic
2657,S/A-AGR,Role,Aditr;Atr;S,V,3NPST,post,NA,Udihe,Tungusic
2657,ACC,Role,G;T;P,,NA,post,NA,Udihe,Tungusic
2657,S/A-AGR,Role,Atr;Aditr;S,V,3PST,post,NA,Udihe,Tungusic
2657,LOC,Role,P,N; Pro,NA,NA,NA,Udihe,Tungusic
2657,PASS,Tense;Voice,NA,V,NA,post,NA,Udihe,Tungusic
2657,S/A-AGR,Role,Aditr;Atr;S,V,3PST,post,NA,Udihe,Tungusic
2657,ABL,Role,P;G,N; Pro,NA,NA,NA,Udihe,Tungusic
2657,S/A-AGR,Role,Atr;Aditr;S,V,3NPST,post,NA,Udihe,Tungusic
2662,S/A-AGR,Number;Person;Role,S;Atr;Aditr,V,NA,post,NA,Yakut,Turkic
2662,ACC,Role,P;T,N,NA,post,NA,Yakut,Turkic
2662,DAT,Role,G,N,NA,post,NA,Yakut,Turkic
2662,NOM,Role,S;Atr;Aditr;T;P,,NA,NA,NA,Yakut,Turkic
2666,ERG,Role,Atr,,NA,post,NA,Sahaptin (Umatilla),Plateau Penutian
2666,NOM,Role,Atr;S;P,,NA,NA,NA,Sahaptin (Umatilla),Plateau Penutian
2666,DAT,,P,,NA,post,NA,Sahaptin (Umatilla),Plateau Penutian
2666,ERG,,Atr,,NA,post,NA,Sahaptin (Umatilla),Plateau Penutian
2667,NOM,Role,T;P;S;G,,NA,NA,NA,Kaugel,Chimbu-Wahgi
2667,S/A-AGR,Number;Person;Role,Atr;Aditr;S,V,NA,post,NA,Kaugel,Chimbu-Wahgi
2667,ERG,Role,Aditr;Atr,,NA,post,NA,Kaugel,Chimbu-Wahgi
2668,AGR,Number;Person;Role,P;Atr;S,V,6,post,NA,Munsee,Algic
2668,AGR,Person;Role,P;S;Atr,V,-1,prae,NA,Munsee,Algic
2668,AGR,Number;Person;Role,Atr;P;S,V,7,post,NA,Munsee,Algic
2668,AGR,Number;Person;Role,S;Atr;P,V,NA,split,NA,Munsee,Algic
2668,AGR,Number;Person;Role,Atr;S;P,V,5,post,NA,Munsee,Algic
2668,AGR,Person;Role,Atr;P,V,-1,prae,NA,Munsee,Algic
2668,AGR,Person;Role,P;S,V,5,post,NA,Munsee,Algic
2668,DIR,Direction;Role,NA,V,1,post,NA,Munsee,Algic
2668,AGR,Gender;Role,P,V,5,post,NA,Munsee,Algic
2668,AGR,Number;Person;Role,P;Atr;S,V,6,post,NA,Munsee,Algic
2668,AGR,Direction;Role,P,V,1,post,NA,Munsee,Algic
2668,DIR,Direction;Role,Atr;P,V,1,post,NA,Munsee,Algic
2668,AGR,Person;Role,P;S;Atr,V,-1,prae,NA,Munsee,Algic
2668,INV,Direction;Role,P;Atr,V,1,post,NA,Munsee,Algic
2668,AGR,Number;Person;Role,Atr;P;S,V,7,post,NA,Munsee,Algic
2668,INV,Direction;Role,NA,V,1,post,NA,Munsee,Algic
2681,DIR,,Aditr;Atr;S;P;T,N_or_Pro,NA,post,spreading,Vafsi,Indo-European
2681,PP,Role,NA,,NA,NA,initial,Vafsi,Indo-European
2681,OBL,,P;T;G;Atr;Aditr,N_or_Pro,NA,post,spreading,Vafsi,Indo-European
2690,NOM,Role,S;Atr;P,,NA,NA,NA,Iduna,Austronesian
2690,S/A-AGR,Number;Person;Role,S;Atr,V,NA,prae,NA,Iduna,Austronesian
2695,NOM,Role,Atr;P;S,,NA,NA,NA,Makua,Benue-Congo
2707,DAT,Gender;Number;Role,G,N,NA,post,NA,Wolaytta,Omotic
2707,NOM,Gender;Number;Role,Atr;Aditr;S,N,NA,NA,NA,Wolaytta,Omotic
2707,S/A-AGR,Gender;Number;Person;Role,Aditr;S;Atr,V,NA,post,NA,Wolaytta,Omotic
2707,ACC,Gender;Number;Role,T;P,N,NA,NA,NA,Wolaytta,Omotic
2722,ACC,,P,Pro,NA,post,NA,Wik Munkan,Pama-Nyungan
2722,ABS,,P;S;Atr,N_or_Pro,NA,post,NA,Wik Munkan,Pama-Nyungan
2722,ERG,,Atr,N,NA,post,NA,Wik Munkan,Pama-Nyungan
2723,ERG,,Aditr;Atr,N_or_Pro,NA,post,NA,Wirangu,Pama-Nyungan
2723,DAT,,G,N_or_Pro,NA,NA,NA,Wirangu,Pama-Nyungan
2723,ABS,,Atr;Aditr;T;S;P,N_or_Pro,NA,post,NA,Wirangu,Pama-Nyungan
2726,S/A-AGR,Number;Person;Role;TAM,S;Atr;Aditr,V,NA,post,NA,Welsh,Indo-European
2726,NOM,Role,T;Aditr;P;Atr;S,N_or_Pro,NA,NA,NA,Welsh,Indo-European
2726,DAT,Role,G,,NA,prae,initial,Welsh,Indo-European
2727,NOM,Role,Atr;P;S,,NA,NA,NA,Wambon,Macro-Ok
2729,ERG,Role,Atr,,NA,NA,spreading,Wantoat,Finisterre-Huon
2729,NOM,Role,P;S,,NA,NA,NA,Wantoat,Finisterre-Huon
2736,NOM,Role,Aditr;T;Atr;S;P,,NA,NA,NA,Hanga Hundi,Sepik
2736,ACC/DAT,Role,P;G,N,NA,post,NA,Hanga Hundi,Sepik
2736,S/A-AGR,Gender;Number;Person;Role,Atr;S;Aditr,V,NA,post,NA,Hanga Hundi,Sepik
2761,NOM,,NA,N; Pro-pl,NA,NA,NA,Yazgulyam,Indo-European
2761,ACC,Role,P,N; Pro,NA,prae,NA,Yazgulyam,Indo-European
2761,OBL,Gender;Number;Person;Role,Atr,Pro-sg,NA,NA,NA,Yazgulyam,Indo-European
2761,DAT,Role,NA,N; Pro,NA,post,NA,Yazgulyam,Indo-European
2761,DIR,Gender;Number;Person;Role,Atr;S;P,Pro-sg,NA,NA,NA,Yazgulyam,Indo-European
2762,OBL,,NA,,NA,NA,NA,Yaghnobi,Indo-European
2762,NOM,,NA,Pro,NA,NA,NA,Yaghnobi,Indo-European
2762,DIR,,NA,,NA,NA,NA,Yaghnobi,Indo-European
2770,DAT,,G,N_or_Pro,NA,post,NA,Yingkarta,Pama-Nyungan
2770,ACC,,T;P,Pro,NA,post,NA,Yingkarta,Pama-Nyungan
2770,NOM,,S;Aditr;Atr;P;T,,NA,NA,NA,Yingkarta,Pama-Nyungan
2770,ERG,,Atr;Aditr,not_1sgPro,NA,post,NA,Yingkarta,Pama-Nyungan
2772,S/A-AGR,Number;Role,S;Atr,V,1,post,NA,Koegu,Surmic
2772,S/A-AGR,Number;Role,Atr;S,V,1,post,NA,Koegu,Surmic
2772,S/A-AGR,Person;Role,S;Atr,V,-1,prae,NA,Koegu,Surmic
2772,S/A-AGR,Person;Role,S;Atr,V,-1,prae,NA,Koegu,Surmic
2772,NOM,Role,Atr;P;S,,NA,NA,NA,Koegu,Surmic
2772,S/A-AGR,Number;Person;Role,Atr;S,V,NA,split,NA,Koegu,Surmic
2774,GEN,,NA,N,NA,NA,NA,Lalo,Sino-Tibetan
2790,<none>,Role,NA,,NA,NA,NA,Cantonese,Sino-Tibetan
2797,INSTR,Role,NA,NP,NA,post,final,Yukagir (Kolyma),Yukagir
2797,COM,Role,P,NP,NA,post,final,Yukagir (Kolyma),Yukagir
2797,ABL,Role,P;G,NP,NA,post,final,Yukagir (Kolyma),Yukagir
2797,ATTR,,NA,N; Adj; Num,NA,post,NA,Yukagir (Kolyma),Yukagir
2797,POSS-AGR,Person,NA,N,NA,post,NA,Yukagir (Kolyma),Yukagir
2797,NOM,Role,Aditr;S;Atr;P;T,,NA,NA,NA,Yukagir (Kolyma),Yukagir
2797,PLURAL,Number,NA,,NA,post,NA,Yukagir (Kolyma),Yukagir
2797,POSS,Person,NA,N,NA,post,NA,Yukagir (Kolyma),Yukagir
2797,S/A-AGR,Number;Person;Role,Atr;Aditr;S,V-fin,NA,post,NA,Yukagir (Kolyma),Yukagir
2797,GEN,Role,NA,N,NA,post,NA,Yukagir (Kolyma),Yukagir
2797,NEG,Polarity,NA,V,NA,prae,NA,Yukagir (Kolyma),Yukagir
2797,ACC,Role,NA,NP,NA,post,final,Yukagir (Kolyma),Yukagir
2797,DAT,Role,P;Atr;G,NP,NA,post,final,Yukagir (Kolyma),Yukagir
2797,LOC,Role,Atr,NP,NA,post,final,Yukagir (Kolyma),Yukagir
2801,NOM,Role,T;P;G;Atr;Aditr;S,,NA,NA,NA,Zapotec (San Lucas Quiaviní),Otomanguean
2814,<none>,Role,T;G;S;Atr;P;Aditr,N_or_Pro,NA,NA,NA,Zoque (Chimalapa),Mixe-Zoque
2823,OBL,,NA,,NA,NA,NA,Zazaki,Indo-European
2824,GEN,Role,NA,NP,NA,post,final,Tibetan (Classical),Sino-Tibetan
2831,DAT,Role,G,N; Pro; Adj,NA,post,spreading,Greek (Ancient),Indo-European
2831,S/A-AGR,Number;Person;Role;TAM,S;Atr;Aditr,V,NA,post,NA,Greek (Ancient),Indo-European
2831,GEN,Role,NA,N; Pro; Adj,NA,post,spreading,Greek (Ancient),Indo-European
2831,NOM,Role,S;Aditr;Atr;P;T,N; Pro; Adj,NA,post,spreading,Greek (Ancient),Indo-European
2831,ACC,Role,T;P,N; Pro; Adj,NA,post,spreading,Greek (Ancient),Indo-European
2831,PTCP,,NA,,NA,NA,NA,Greek (Ancient),Indo-European
2832,DAT,Number;Person;Role,G,N_or_Pro,NA,post,NA,Gothic,Indo-European
2832,NOM,Number;Person;Role,S;Atr;Aditr;T;P,N_or_Pro,NA,post,NA,Gothic,Indo-European
2832,ACC,Number;Person;Role,T;P,N_or_Pro,NA,post,NA,Gothic,Indo-European
2832,S/A-AGR,Number;Person;Role,Atr;S;Aditr,N_or_Pro,NA,post,NA,Gothic,Indo-European
2833,ACC,Number;Role,NA,N_or_Pro,NA,post,NA,English (Old),Indo-European
2833,NOM,Number;Role,NA,N_or_Pro,NA,post,spreading,English (Old),Indo-European
2833,S/A-AGR,Number;Person;Role,NA,V,NA,post,NA,English (Old),Indo-European
2833,DAT,Number;Role,NA,N_or_Pro,NA,post,spreading,English (Old),Indo-European
2833,GEN,Number;Role,NA,N_or_Pro,NA,post,spreading,English (Old),Indo-European
2845,NMZR,,NA,N_or_Pro; Adj,NA,post,NA,Dungan,Sino-Tibetan
2848,NOM,Role,Atr;S;P,,NA,NA,NA,Saweru,West Papuan
2848,S/A-AGR,Number;Person;Role,NA,V,NA,prae,NA,Saweru,West Papuan
2848,AGR,Number;Person;Role,Atr;P;S,V,NA,NA,NA,Saweru,West Papuan
2848,O-AGR,Number;Person;Role,NA,V,NA,prae,NA,Saweru,West Papuan
2848,S/A-AGR,Number;Person;Role,Atr;S,V,NA,prae,NA,Saweru,West Papuan
2848,O-AGR,Number;Person;Role,P,V,NA,prae,NA,Saweru,West Papuan
2854,NOM,Number;Role,Atr;S;Aditr;T;P,N_or_Pro,NA,post,spreading,High German (Old),Indo-European
2854,S/A-AGR,Number;Person;Role,Aditr;S;Atr,V,NA,post,NA,High German (Old),Indo-European
2854,GEN,Number;Role,NA,N_or_Pro,NA,post,spreading,High German (Old),Indo-European
2854,ACC,Number;Role,T;P,N_or_Pro,NA,post,spreading,High German (Old),Indo-European
2854,DAT,Number;Role,G,N_or_Pro,NA,post,spreading,High German (Old),Indo-European
2862,PASS,,NA,,NA,post,NA,Chintang,Sino-Tibetan
2862,ABS,Role,Aditr;Atr;S;G;T;P,,NA,NA,NA,Chintang,Sino-Tibetan
2862,AGR,Number;Person;Role,Atr,V,10,post,NA,Chintang,Sino-Tibetan
2862,AGR,Number;Person;Role,NA,V,4,post,NA,Chintang,Sino-Tibetan
2862,AGR,Person;Role,P;Atr,V,2,post,NA,Chintang,Sino-Tibetan
2862,AGR,Person;Role,P;Atr,V,-1,prae,NA,Chintang,Sino-Tibetan
2862,ERG,Role,T;Aditr;Atr,NP,NA,post,NA,Chintang,Sino-Tibetan
2862,AGR,Number;Person;Role,P,V,11,post,NA,Chintang,Sino-Tibetan
2862,AGR,Number;Person;Role,P;S,V,6,post,NA,Chintang,Sino-Tibetan
2862,AGR,Number;Role,Atr,V,6,post,NA,Chintang,Sino-Tibetan
2862,AGR,Number;Person;Role,P,V,-1,prae,NA,Chintang,Sino-Tibetan
2862,AGR,Person;Role,Atr;S,V,-1,prae,NA,Chintang,Sino-Tibetan
2862,DIR,,G,,NA,post,NA,Chintang,Sino-Tibetan
2862,AGR,Number;Role,P;Atr;S,V,6,post,NA,Chintang,Sino-Tibetan
2862,AGR,Person;Role,Atr;S,V,-1,prae,NA,Chintang,Sino-Tibetan
2862,AGR,Number;Person;Role,S;Atr;P,V,NA,split,NA,Chintang,Sino-Tibetan
2862,AGR,Number;Person;Role,P;S,V,2,post,NA,Chintang,Sino-Tibetan
2862,AGR,Number;Person;Role,Atr,V,9,post,NA,Chintang,Sino-Tibetan
2862,AGR,Person;Role,P,V,8,post,NA,Chintang,Sino-Tibetan
2862,AGR,Number;Person;Role,P,V,-1,prae,NA,Chintang,Sino-Tibetan
2862,AGR,Number;Person;Role,Atr;S,V,12,post,NA,Chintang,Sino-Tibetan
2863,AGR,Person;Role,Atr;P;S,V,-3,prae,NA,Puma,Sino-Tibetan
2863,AGR,Person;Role,P;Atr;S,V,5,post,NA,Puma,Sino-Tibetan
2863,NOM,Role,T;S;P,,NA,NA,NA,Puma,Sino-Tibetan
2863,ERG,Role,Aditr;Atr,,NA,post,NA,Puma,Sino-Tibetan
2863,AGR,Number;Person;Role,S;Atr;P,V,NA,split,NA,Puma,Sino-Tibetan
2863,DAT,Role,P;G,,NA,post,NA,Puma,Sino-Tibetan
2863,AGR,Number;Person;Role,Atr;P;S,V,2,post,NA,Puma,Sino-Tibetan
2863,AGR,Number;Person;Role,P;S,V,1,post,NA,Puma,Sino-Tibetan
2863,AGR,Number;Person;Role,Atr;P,V,1,post,NA,Puma,Sino-Tibetan
2863,AGR,Number;Person;Role,Atr;S,V,-3,prae,NA,Puma,Sino-Tibetan
2863,AGR,Number;Person;Role,Atr,V,-2,prae,NA,Puma,Sino-Tibetan
2863,AGR,Number;Person;Role,P,V,-1,prae,NA,Puma,Sino-Tibetan
2863,ANTIP,Voice,NA,,NA,prae,NA,Puma,Sino-Tibetan
2863,AGR,Number;Person;Role,P,V,4,post,NA,Puma,Sino-Tibetan
2863,AGR,Number;Person;Role,S;P,V,1,post,NA,Puma,Sino-Tibetan
2863,AGR,Number;Person;Role,Atr;S,V,-3,prae,NA,Puma,Sino-Tibetan
2863,AGR,Number;Role,Atr;P;S,V,2,post,NA,Puma,Sino-Tibetan
2863,AGR,Person;Role,P,V,1,post,NA,Puma,Sino-Tibetan
2863,AGR,Number;Person;Role,Atr,V,2,post,NA,Puma,Sino-Tibetan
2863,AGR,Number;Person;Role,Atr,V,2,post,NA,Puma,Sino-Tibetan
2864,SEQ,,NA,,NA,NA,NA,Toura,Mande
2864,NOM,Role,NA,1_2Pro_or_N,NA,NA,NA,Toura,Mande
2865,AGR,Number;Person;Role,Atr;P,V,1,post,NA,Wambule,Sino-Tibetan
2865,AGR,Number;Role,S,V,1,post,NA,Wambule,Sino-Tibetan
2865,AGR,Number;Person;Role,P;Atr,V,1,post,NA,Wambule,Sino-Tibetan
2865,AGR,Number;Person;Role,P;Atr;S,V,3,post,NA,Wambule,Sino-Tibetan
2865,ABS,,S;P;G;T,,NA,NA,NA,Wambule,Sino-Tibetan
2865,AGR,Number;Role,Atr;P;S,V,2,post,NA,Wambule,Sino-Tibetan
2865,AGR,Number;Person;Role,S;P;Atr,V,1,post,NA,Wambule,Sino-Tibetan
2865,AGR,Number;Person;Role,Atr;S,V,3,post,NA,Wambule,Sino-Tibetan
2865,AGR,Number;Role,Atr;P;S,V,2,post,NA,Wambule,Sino-Tibetan
2865,CVB,,NA,,NA,NA,NA,Wambule,Sino-Tibetan
2865,AGR,Number;Person;Role,Atr,V,1,post,NA,Wambule,Sino-Tibetan
2865,AGR,Number;Person;Role,Atr;P;S,V,NA,split,NA,Wambule,Sino-Tibetan
2865,ERG,,Atr;Aditr,,NA,NA,NA,Wambule,Sino-Tibetan
2865,AGR,Number;Person;Role,S;Atr;P,V,1,post,NA,Wambule,Sino-Tibetan
2865,AGR,Number;Person;Role,P;Atr,V,1,post,NA,Wambule,Sino-Tibetan
2865,AGR,Number;Role,Atr,V,1,post,NA,Wambule,Sino-Tibetan
2865,AGR,Number;Person;Role,P;Atr,V,1,post,NA,Wambule,Sino-Tibetan
2865,AGR,Number;Role,P;S,V,1,post,NA,Wambule,Sino-Tibetan
2865,AGR,Number;Person;Role,P;Atr,V,1,post,NA,Wambule,Sino-Tibetan
2865,AGR,Number;Person;Role,Atr;P,V,1,post,NA,Wambule,Sino-Tibetan
2866,CVB,,NA,,NA,NA,NA,Pali,Indo-European
2869,S/A-AGR,Number;Person;Role,Atr;S,V,2,post,NA,Yagaria,Eastern Highlands
2869,S/A-AGR,Number;Person;Role,Atr;S,V,2,post,NA,Yagaria,Eastern Highlands
2869,O-AGR,Number;Person;Role,P,V,-1,post,NA,Yagaria,Eastern Highlands
2869,O-AGR,Number;Person;Role,P,V,-1,post,NA,Yagaria,Eastern Highlands
2869,S/A-AGR,Number;Person;Role,S;Atr,V,2,post,NA,Yagaria,Eastern Highlands
2869,ABS,Role,S;P,N,NA,NA,NA,Yagaria,Eastern Highlands
2869,S/A-AGR,Number;Person;Role,Atr;S,V,2,post,NA,Yagaria,Eastern Highlands
2869,O-AGR,Number;Person;Role,P,V,-1,post,NA,Yagaria,Eastern Highlands
2869,ERG,Number;Role,Atr,N,NA,post,NA,Yagaria,Eastern Highlands
2869,S/A-AGR,Number;Person;Role,Atr;S,V,2,post,NA,Yagaria,Eastern Highlands
2869,O-AGR,Number;Person;Role,P,V,-1,post,NA,Yagaria,Eastern Highlands
2869,O-AGR,Number;Person;Role,P,V,-1,post,NA,Yagaria,Eastern Highlands
2869,O-AGR,Number;Person;Role,P,V,-1,post,NA,Yagaria,Eastern Highlands
2869,S/A-AGR,Number;Person;Role,S;Atr,V,2,post,NA,Yagaria,Eastern Highlands
2869,S/A-AGR,Number;Person;Role,S;Atr,V,2,post,NA,Yagaria,Eastern Highlands
2869,O-AGR,Number;Person;Role,P,V,-1,post,NA,Yagaria,Eastern Highlands
2869,O-AGR,Number;Person;Role,P,V,-1,post,NA,Yagaria,Eastern Highlands
2869,S/A-AGR,Number;Person;Role,S;Atr;P,V,NA,post,NA,Yagaria,Eastern Highlands
2871,<none>,Role,NA,,NA,NA,NA,Tujia,Sino-Tibetan
2873,AGR,Number;Person;Role,P;Atr,V,3,post,NA,Bantawa,Sino-Tibetan
2873,AGR,Number;Person;Role,P;S,V,3,post,NA,Bantawa,Sino-Tibetan
2873,AGR,Number;Person;Role,S;P,V,2,post,NA,Bantawa,Sino-Tibetan
2873,AGR,Number;Person;Role,Atr,V,-1,prae,NA,Bantawa,Sino-Tibetan
2873,AGR,Person;Role,P,V,4,post,NA,Bantawa,Sino-Tibetan
2873,AGR,Number;Person;Role,S;P;Atr,V,NA,split,NA,Bantawa,Sino-Tibetan
2873,AGR,Person;Role,P;Atr;S,V,9,post,NA,Bantawa,Sino-Tibetan
2873,AGR,Number;Person;Role,Atr;S,V,-1,prae,NA,Bantawa,Sino-Tibetan
2873,AGR,Number;Person;Role,Atr;S,V,-1,prae,NA,Bantawa,Sino-Tibetan
2873,AGR,Number;Role,Atr;P;S,V,3,post,NA,Bantawa,Sino-Tibetan
2873,AGR,Person;Role,P,V,2,post,NA,Bantawa,Sino-Tibetan
2873,AGR,Person;Role,Atr,V,-1,prae,NA,Bantawa,Sino-Tibetan
2873,AGR,Number;Person,Atr,V,6,post,NA,Bantawa,Sino-Tibetan
2873,AGR,Number;Person;Role,Atr,V,6,post,NA,Bantawa,Sino-Tibetan
2873,AGR,Number;Person;Role,NA,V,7,post,NA,Bantawa,Sino-Tibetan
2873,AGR,Number;Role,P,V,7,post,NA,Bantawa,Sino-Tibetan
2878,ACC,Role,P,Pro,NA,NA,NA,Adang,Timor-Alor-Pantar
2878,NOM,Role,P;Atr;S,,NA,NA,NA,Adang,Timor-Alor-Pantar
2882,O-AGR,Number;Person;Role,P;T,V,2,post,NA,Berber (Kabyle),Berber
2882,G-AGR,Number;Person;Role,G,V,2,post,NA,Berber (Kabyle),Berber
2882,O-AGR,Number;Person;Role,T;P,V,2,post,NA,Berber (Kabyle),Berber
2882,G-AGR,Number;Person;Role,G,V,2,post,NA,Berber (Kabyle),Berber
2882,S/A-AGR,Number;Person;Role,Atr;S;Aditr,V,-1,prae,NA,Berber (Kabyle),Berber
2882,O-AGR,Number;Person;Role,T;P;G,V,2,post,NA,Berber (Kabyle),Berber
2882,G-AGR,Number;Person;Role,G,V,2,post,NA,Berber (Kabyle),Berber
2882,S/A-AGR,Number;Person;Role,Aditr;S;Atr,V,-1,prae,NA,Berber (Kabyle),Berber
2882,S/A-AGR,Number;Person;Role,Atr;S;Aditr,V,1,post,NA,Berber (Kabyle),Berber
2882,O-AGR,Number;Person;Role,NA,V,NA,post,NA,Berber (Kabyle),Berber
2882,O-AGR,Number;Person;Role,P;T,V,2,post,NA,Berber (Kabyle),Berber
2882,S/A-AGR,Number;Person;Role,S;Atr;Aditr,V,1,post,NA,Berber (Kabyle),Berber
2882,O-AGR,Number;Person;Role,P;S;Atr;T,V,2,post,NA,Berber (Kabyle),Berber
2882,G-AGR,Number;Person;Role,G,V,2,post,NA,Berber (Kabyle),Berber
2882,O-AGR,Number;Person;Role,T;P;G,V,2,post,NA,Berber (Kabyle),Berber
2882,S/A-AGR,Number;Person;Role,NA,V,NA,split,NA,Berber (Kabyle),Berber
2882,S/A-AGR,Number;Person;Role,Aditr;S;Atr,V,1,post,NA,Berber (Kabyle),Berber
2882,S/A-AGR,Number;Person;Role,Aditr;S;Atr,V,-1,prae,NA,Berber (Kabyle),Berber
2882,S/A-AGR,Number;Person;Role,Atr;S;Aditr,V,1,post,NA,Berber (Kabyle),Berber
2883,DIR,Deixis;Number;Person;Role,Atr;P;S,Pro,NA,NA,NA,Khufi,Indo-European
2883,OBL,Deixis;Number;Person;Role,P;Atr,Pro,NA,NA,NA,Khufi,Indo-European
2885,S/A-AGR,Number;Person;Role,NA,V,1,NA,NA,Shughni,Indo-European
2885,ACC,,NA,NP,NA,NA,NA,Shughni,Indo-European
2885,S/A-AGR,Number;Person;Role,NA,V,1,NA,NA,Shughni,Indo-European
2885,S/A-AGR,Number;Person;Role,NA,V,1,NA,NA,Shughni,Indo-European
2885,DIR,,P;T;Atr;S;Aditr,1sgPro,NA,NA,NA,Shughni,Indo-European
2885,S/A-AGR,Number;Person;Role,NA,V,1,NA,NA,Shughni,Indo-European
2885,S/A-AGR,Number;Person;Role,NA,V,1,NA,NA,Shughni,Indo-European
2885,S/A-AGR,Number;Person;Role,NA,V,1,NA,NA,Shughni,Indo-European
2885,S/A-AGR,Number;Person;Role,Aditr;S;Atr,V,NA,NA,NA,Shughni,Indo-European
2885,OBL,,T;P,1sgPro,NA,NA,NA,Shughni,Indo-European
2886,ACC,Role,P,Pro,NA,prae,initial,Bartangi,Indo-European
2886,OBL,Role,Atr,Pro-sg,NA,prae,NA,Bartangi,Indo-European
2886,DAT,Role,NA,,NA,post,final,Bartangi,Indo-European
2886,DIR,Role,Atr;S;P,Pro-sg,NA,prae,NA,Bartangi,Indo-European
2893,ACC,Number;Role,P;Atr;T,N_or_Pro,NA,post,NA,Latin,Indo-European
2893,DAT,Number;Role,P;G;Atr,N_or_Pro,NA,post,spreading,Latin,Indo-European
2893,NOM,Number;Role,Atr;T;P;Aditr;S,N_or_Pro,NA,post,spreading,Latin,Indo-European
2893,ABL,Number;Role,P,N_or_Pro,NA,post,spreading,Latin,Indo-European
2893,S/A-AGR,Number;Person;Role,Atr;S;Aditr,V,1,post,NA,Latin,Indo-European
2893,GEN,Number;Role,Atr;P,N_or_Pro,NA,post,spreading,Latin,Indo-European
2897,S/O-AGR,Number;Person;Role,NA,V; Adj; N,NA,split,NA,Assiniboine,Siouan
2897,<none>,Role,NA,,NA,NA,NA,Assiniboine,Siouan
2897,S/A-AGR,Number;Person;Role,NA,V,NA,split,NA,Assiniboine,Siouan
2900,NOM,Number;Role,Atr;S;Aditr;G;T;P,N_or_Pro,NA,post,NA,Avestan,Indo-European
2900,GEN,Number;Role,P,N_or_Pro,NA,post,NA,Avestan,Indo-European
2900,ACC,Number;Role,G;P;T,N_or_Pro,NA,post,NA,Avestan,Indo-European
2900,S/A-AGR,Number;Role,S;Atr;Aditr,V,1,post,NA,Avestan,Indo-European
2900,DAT,Number;Role,G,N_or_Pro,NA,post,NA,Avestan,Indo-European
2904,NOM,Role,P;Atr;S,,NA,NA,NA,Dumbea,Austronesian
2904,ACC,Role,P,Pro,NA,NA,NA,Dumbea,Austronesian
2918,DIR,Role,P;Atr;S,N; 1/2sgPro; 3Pro,NA,NA,NA,Kirmanjki,Indo-European
2918,OBL,Number;Person;Role,P;Atr,N; 1/2sgPro; 3Pro,NA,NA,NA,Kirmanjki,Indo-European
2919,DIR,Role,P;Atr;S,N; 1/2sgPro; 3Pro,NA,NA,NA,Dimili,Indo-European
2919,NOM,,NA,1/2plPro,NA,NA,NA,Dimili,Indo-European
2919,OBL,Number;Person;Role,P;Atr,N; 1/2sgPro; 3Pro,NA,NA,NA,Dimili,Indo-European
2920,ACC,,P,Pro,NA,post,NA,Yandruwandha,Pama-Nyungan
2920,ABS,,Atr;S;P,N_or_Pro,NA,post,NA,Yandruwandha,Pama-Nyungan
2920,ERG,,Atr,N_or_Pro,NA,post,NA,Yandruwandha,Pama-Nyungan
2922,OBL,Role,P;Atr,N_or_Pro,NA,NA,NA,Tarom,Indo-European
2922,DIR,Role,Atr;P;S,N_or_Pro,NA,NA,NA,Tarom,Indo-European
2923,DIR,Role,P;Atr;S,N_or_Pro,NA,NA,NA,Kajali,Indo-European
2923,OBL,Role,P;Atr,N_or_Pro,NA,NA,NA,Kajali,Indo-European
2924,DIR,Number;Person;Role,Atr;P;S,N_or_Pro,NA,NA,NA,Shahrudi,Indo-European
2924,OBL,Number;Person;Role,P;Atr,N_or_Pro,NA,NA,NA,Shahrudi,Indo-European
2927,DIR,Role,P;Atr;S,N_or_Pro,NA,NA,NA,Eshtehardi,Indo-European
2927,OBL,Role,P;Atr,N_or_Pro,NA,post,NA,Eshtehardi,Indo-European
2929,ACC,Role,P,Pro,NA,post,NA,Talysh (Northern),Indo-European
2929,DIR,Number;Role,Atr;S;P,,NA,NA,NA,Talysh (Northern),Indo-European
2929,OBL,Role,Atr;P,,NA,post,NA,Talysh (Northern),Indo-European
2930,DAT,Role,P;G;Atr;S,NP,NA,post,final,Betta Kurumba,Dravidian
2930,NOM,Role,Aditr;T;Atr;S;P,N_or_Pro,NA,NA,NA,Betta Kurumba,Dravidian
2930,ACC,Role,T;P,NP,NA,post,final,Betta Kurumba,Dravidian
2930,LOC,Role,G,,NA,post,final,Betta Kurumba,Dravidian
